age,Gender,Purchase_Frequency,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Purchase_Categories_Beauty and Personal Care,Purchase_Categories_Clothing and Fashion,Purchase_Categories_Groceries and Gourmet Food,Purchase_Categories_others,Purchase_Categories_Home and Kitchen,Day_sin,Day_cos,Hour_sin,Hour_cos
0.1187359182494783,Male,Less than once a month,0.0,Rarely,Keyword,First page,0.0,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,1,No,3.0,0.0,other,other,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
-0.07763502347081296,Female,Once a month,0.0,Few times a month,Filter,Multiple pages,1.0,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,No,3.0,0.0,User-friendly website/app interface,Reducing packaging waste,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0
-0.863118790351978,Female,Less than once a month,0.0,Few times a month,others,Multiple pages,0.0,Yes,Rarely,Found a better price elsewhere,Often,No,Moderately,Sometimes,5,Yes,2.0,1.0,User-friendly website/app interface,Product quality and accuracy,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
-0.4703769069113955,Female,Few times a month,2.0,Multiple times a day,categories,Multiple pages,0.0,Yes,Sometimes,High shipping costs,Never,Yes,Moderately,No,2,Yes,1.0,1.0,User-friendly website/app interface,Shipping speed and reliability,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
-0.6667478486316868,Female,Less than once a month,0.0,Few times a week,Keyword,Multiple pages,0.0,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,0.0,0.0,Wide product selection,Customer service responsiveness,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
-0.7649333194918324,Female,Few times a month,2.0,Few times a month,Keyword,Multiple pages,4.0,Yes,Sometimes,High shipping costs,Always,No,Heavily,Yes,4,Yes,3.0,3.0,Wide product selection,Product quality and accuracy,1,1,0,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001
-0.6667478486316868,Female,Less than once a month,1.0,Few times a month,Filter,Multiple pages,2.0,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,2.0,2.0,Product recommendations,Product quality and accuracy,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063
-0.7649333194918324,Female,Few times a month,0.0,Few times a week,Keyword,Multiple pages,0.0,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,4,Sometimes,2.0,2.0,Wide product selection,Product quality and accuracy,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
-0.6667478486316868,Male,Few times a month,0.0,Few times a month,Keyword,Multiple pages,0.0,Yes,Always,Changed my mind or no longer need the item,Often,No,Heavily,Yes,1,Yes,0.0,1.0,User-friendly website/app interface,Product quality and accuracy,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475
-0.7649333194918324,Female,Once a month,0.0,Few times a month,Keyword,Multiple pages,0.0,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,3.0,2.0,Competitive prices,Customer service responsiveness,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475
